2026/01/22 13:03:57 Using database: /Users/ahmedhamid/Documents/FastCRM/FastCRM/fastcrm/fastcrm.db
2026/01/22 13:03:57 WARNING: Using default JWT secret. Set JWT_SECRET in production!
2026/01/22 13:03:57 Starting FastCRM API on port 8080

 ┌───────────────────────────────────────────────────┐ 
 │                   Fiber v2.52.0                   │ 
 │               http://127.0.0.1:8080               │ 
 │       (bound on host 0.0.0.0 and port 8080)       │ 
 │                                                   │ 
 │ Handlers ........... 193  Processes ........... 1 │ 
 │ Prefork ....... Disabled  PID .............. 4245 │ 
 └───────────────────────────────────────────────────┘ 

13:03:58 | 200 |    3.783667ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:13 | 200 |    1.832541ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:13 | 200 |    2.022583ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:50:13 | 200 |     679.625µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:50:36 | 200 |     144.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:50:36 | 200 |     169.833µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:50:36 | 200 |     1.80725ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:36 | 200 |    1.918542ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:50:36 | 200 |     396.416µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:50:52 | 200 |     149.084µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:52 | 200 |     344.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:50:52 | 200 |    2.063042ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:50:52 | 200 |       2.087ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:50:52 | 200 |     402.916µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:50:56 | 200 |     228.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:50:56 | 200 |     683.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:50:56 | 200 |    2.207208ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:50:56 | 200 |       2.204ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:56 | 200 |      422.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:06 | 200 |     227.084µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:06 | 200 |      539.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:06 | 200 |    2.111375ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:06 | 200 |    2.259166ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:06 | 200 |     834.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:15 | 200 |     157.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:15 | 200 |     137.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:15 | 200 |       65.75µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:15 | 200 |    1.995125ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:15 | 200 |     525.042µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:23 | 200 |     136.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:23 | 200 |     101.417µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:23 | 200 |     354.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:23 | 200 |    1.402791ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:23 | 200 |     769.166µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:28 | 200 |     125.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:28 | 200 |     318.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:28 | 200 |    1.959583ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:28 | 200 |    2.126792ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:28 | 200 |     692.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:36 | 200 |     186.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:36 | 200 |      78.541µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:36 | 200 |     472.416µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:36 | 200 |    1.227667ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:36 | 200 |     401.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:45 | 200 |     161.166µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:45 | 200 |     268.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:45 | 200 |    1.917875ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:45 | 200 |     2.07275ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:45 | 200 |         467µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:51:59 | 200 |      133.75µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:51:59 | 200 |     183.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:51:59 | 200 |    2.001583ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:51:59 | 200 |    2.185416ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:51:59 | 200 |     378.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:52:04 | 200 |     129.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:52:04 | 200 |     133.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:52:04 | 200 |    1.677208ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:52:04 | 200 |    1.840459ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:52:04 | 200 |     421.834µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:52:31 | 200 |     141.541µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:52:31 | 200 |     169.042µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:52:31 | 200 |     458.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:52:31 | 200 |      1.5155ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:52:31 | 200 |     459.542µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:52:36 | 200 |     116.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:52:36 | 200 |     140.334µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:52:36 | 200 |    1.852583ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:52:36 | 200 |     2.17025ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:52:36 | 200 |       673.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:52:45 | 200 |     105.833µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:52:45 | 200 |     173.791µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:52:45 | 200 |    1.711541ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:52:45 | 200 |    1.933292ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:52:45 | 200 |      708.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:52:50 | 200 |     109.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:52:50 | 200 |     318.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:52:50 | 200 |    1.752083ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:52:50 | 200 |    1.733958ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:52:50 | 200 |       407.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:53:02 | 200 |     137.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:53:02 | 200 |     346.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:53:02 | 200 |    1.889208ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:53:02 | 200 |    1.904375ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:53:02 | 200 |     388.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:53:07 | 200 |     140.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:53:07 | 200 |      317.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:53:07 | 200 |    1.750083ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:53:07 | 200 |      1.8755ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:53:07 | 200 |     410.041µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:54:01 | 200 |     191.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:54:01 | 200 |     202.375µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:54:01 | 200 |    2.579291ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:54:01 | 200 |      2.6865ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:54:01 | 200 |     482.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
14:05:05 | 200 |     298.166µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
14:05:05 | 200 |      226.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
14:05:05 | 200 |    2.256875ms | 127.0.0.1 | GET | /api/v1/navigation | -
14:05:05 | 200 |    2.367459ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
14:05:05 | 200 |     459.541µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
14:13:10 | 200 |    2.166959ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
14:13:10 | 200 |       3.384ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
14:13:10 | 200 |    4.955625ms | 127.0.0.1 | GET | /api/v1/navigation | -
14:13:10 | 200 |    4.848208ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
14:13:10 | 200 |     531.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
19:08:27 | 200 |     425.959µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
19:08:27 | 200 |     234.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
19:08:27 | 200 |     221.916µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
19:08:27 | 200 |    2.861209ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
19:08:27 | 200 |    3.112292ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
19:08:27 | 200 |         610µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:08:29 | 200 |    1.765917ms | 127.0.0.1 | PATCH | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:08:36 | 200 |       353.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
19:08:36 | 200 |      626.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
19:08:36 | 200 |     883.625µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:08:47 | 200 |    1.215458ms | 127.0.0.1 | PUT | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:08:47 | 200 |     191.459µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
19:08:47 | 200 |     231.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
19:08:47 | 200 |     571.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
19:08:47 | 200 |    2.875417ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
19:08:47 | 200 |    2.940916ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
19:08:47 | 200 |     436.916µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:31:25 | 200 |       525.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
19:31:25 | 200 |     676.708µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
19:31:25 | 200 |     5.10175ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
19:31:25 | 200 |    5.381708ms | 127.0.0.1 | GET | /api/v1/navigation | -
19:31:25 | 200 |    5.332791ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
19:31:25 | 200 |    5.969875ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
19:31:25 | 200 |     302.334µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
19:59:00 | 200 |     248.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
19:59:00 | 200 |       308.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
19:59:00 | 200 |     785.708µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
19:59:00 | 200 |    3.927041ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
19:59:00 | 200 |    3.903292ms | 127.0.0.1 | GET | /api/v1/navigation | -
19:59:00 | 200 |    4.021875ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
19:59:00 | 200 |     662.541µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
20:14:31 | 200 |     231.708µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
20:14:31 | 200 |     634.625µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
20:14:31 | 200 |      4.3205ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
20:14:31 | 200 |     4.60225ms | 127.0.0.1 | GET | /api/v1/navigation | -
20:14:31 | 200 |     4.71225ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
20:14:31 | 200 |    4.730583ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
20:14:31 | 200 |     315.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
20:50:03 | 200 |     631.291µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
20:50:03 | 200 |    1.582208ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
20:50:03 | 200 |    7.060958ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
20:50:03 | 200 |    6.558791ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
20:50:03 | 200 |    6.584625ms | 127.0.0.1 | GET | /api/v1/navigation | -
20:50:03 | 200 |    6.779042ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
20:50:03 | 200 |     652.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
22:09:19 | 200 |      4.8255ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
22:09:19 | 200 |    4.252958ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
22:09:19 | 200 |      5.7705ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
22:09:19 | 200 |      6.0555ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
22:09:19 | 200 |    7.086084ms | 127.0.0.1 | GET | /api/v1/navigation | -
22:09:19 | 200 |   12.489167ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
22:09:19 | 200 |    2.438666ms | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
08:18:40 | 200 |     491.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
08:18:40 | 200 |     537.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
08:18:40 | 200 |    4.973958ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
08:18:40 | 200 |    5.317542ms | 127.0.0.1 | GET | /api/v1/navigation | -
08:18:40 | 200 |    5.551916ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
08:18:40 | 200 |    5.756708ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
08:18:40 | 200 |     292.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
12:09:53 | 500 |     523.875µs | 127.0.0.1 | GET | /health | Cannot GET /health
12:09:58 | 500 |     321.334µs | 127.0.0.1 | GET | /api/auth/me | Cannot GET /api/auth/me
12:10:03 | 500 |      22.416µs | 127.0.0.1 | GET | / | Cannot GET /
12:10:15 | 200 |        27.5µs | 127.0.0.1 | GET | /api/v1/health | -
12:23:00 | 204 |      20.791µs | 127.0.0.1 | OPTIONS | /api/v1/auth/login | -
2026/01/23 12:23:01 Login error: invalid email or password
12:23:00 | 401 |   74.938708ms | 127.0.0.1 | POST | /api/v1/auth/login | -
2026/01/23 12:23:06 Login error: invalid email or password
12:23:05 | 401 |   72.412875ms | 127.0.0.1 | POST | /api/v1/auth/login | -
12:23:54 | 204 |      17.583µs | 127.0.0.1 | OPTIONS | /api/v1/auth/login | -
12:23:54 | 200 |   80.411833ms | 127.0.0.1 | POST | /api/v1/auth/login | -
12:24:30 | 400 |      31.417µs | 127.0.0.1 | POST | /api/v1/auth/login | -
12:24:42 | 400 |      17.292µs | 127.0.0.1 | POST | /api/v1/auth/login | -
12:27:23 | 204 |       8.583µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
12:27:23 | 200 |     522.333µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:27:23 | 200 |     261.209µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:27:30 | 204 |      11.042µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
12:27:30 | 200 |         353µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:27:30 | 200 |      185.25µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:28:04 | 204 |       4.916µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
12:28:04 | 200 |     276.042µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:28:04 | 200 |      205.75µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:28:05 | 401 |      67.875µs | 127.0.0.1 | GET | /api/v1/navigation | -
12:28:05 | 500 |     306.667µs | 127.0.0.1 | POST | /api/v1/auth/refresh | -
12:28:11 | 204 |      15.083µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
12:28:11 | 200 |     293.833µs | 127.0.0.1 | GET | /api/v1/auth/me | -
12:28:11 | 200 |     174.708µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:00:34 | 204 |      21.708µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
13:00:34 | 200 |     386.125µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:00:34 | 200 |     234.833µs | 127.0.0.1 | GET | /api/v1/auth/me | -
2026/01/23 13:00:47 Login error: invalid email or password
13:00:47 | 401 |    69.30175ms | 127.0.0.1 | POST | /api/v1/auth/login | -
13:01:02 | 200 |   74.870542ms | 127.0.0.1 | POST | /api/v1/auth/login | -
13:01:02 | 200 |         282µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:01:06 | 200 |       675.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:06 | 200 |    1.581125ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:06 | 200 |    3.198084ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:01:06 | 200 |    1.488375ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:07 | 200 |         412µs | 127.0.0.1 | GET | /api/v1/entities/TestObject/def | -
13:01:07 | 200 |     514.542µs | 127.0.0.1 | GET | /api/v1/entities/TestObject/fields | -
13:01:07 | 200 |    3.399041ms | 127.0.0.1 | GET | /api/v1/entities/TestObject/layouts/list | -
13:01:07 | 200 |     1.22175ms | 127.0.0.1 | GET | /api/v1/entities/TestObject/records | -
13:01:08 | 200 |     570.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:08 | 200 |     786.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:08 | 200 |     4.27325ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:01:08 | 200 |    1.285542ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:09 | 200 |     343.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:09 | 200 |     233.708µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:01:09 | 200 |    1.538625ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:09 | 200 |       506.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:01:09 | 200 |    1.966958ms | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:01:09 | 200 |    1.122709ms | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:01:11 | 200 |     316.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:11 | 200 |     479.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:11 | 200 |     456.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:01:11 | 200 |    1.086083ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:15 | 200 |    1.110791ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:15 | 200 |     4.13025ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:16 | 200 |    1.418875ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:16 | 200 |    1.402292ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:17 | 200 |      1.2835ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:18 | 200 |    1.341666ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:18 | 200 |      441.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:18 | 200 |     499.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:18 | 200 |         437µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:01:18 | 200 |     434.042µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:01:18 | 200 |     462.541µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:01:18 | 200 |     735.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFK3MBAA0007ZP8 | -
13:01:22 | 200 |     330.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:01:22 | 200 |     497.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:01:22 | 200 |    4.024083ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:01:22 | 200 |     981.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:01:26 | 204 |           5µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
13:01:26 | 200 |     515.833µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:01:26 | 200 |     228.625µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:04:15 | 204 |       4.083µs | 127.0.0.1 | OPTIONS | /api/v1/auth/me | -
13:04:15 | 200 |     369.709µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:04:15 | 200 |     109.625µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:04:31 | 200 |     357.875µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:04:31 | 200 |       207.5µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:07:33 | 200 |     326.084µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:07:33 | 200 |     182.458µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:07:46 | 200 |     424.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:07:46 | 200 |     165.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:07:46 | 200 |      541.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:07:46 | 200 |     118.791µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:07:46 | 200 |     400.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:07:46 | 200 |     677.542µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:12:24 | 200 |     270.875µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:12:24 | 200 |     210.375µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:16:05 | 200 |     613.125µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:16:05 | 200 |     155.542µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:20:15 | 200 |     285.792µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:20:15 | 200 |     150.209µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:20:15 | 200 |     134.834µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:20:15 | 200 |     138.209µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:21:15 | 200 |     248.292µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:21:15 | 200 |     207.791µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:21:18 | 200 |     228.959µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:23:32 | 200 |     490.333µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:23:32 | 200 |     221.708µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:23:33 | 200 |     708.167µs | 127.0.0.1 | GET | /api/v1/tasks | -
13:23:33 | 200 |       1.307ms | 127.0.0.1 | GET | /api/v1/contacts | -
13:25:16 | 200 |     270.292µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:16 | 200 |     218.333µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:23 | 200 |     436.584µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:23 | 200 |     482.958µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     526.875µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     269.709µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     178.208µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     180.125µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     192.416µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:33 | 200 |     119.875µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     289.458µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     222.959µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     362.334µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     178.875µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |      168.25µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     144.666µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:35 | 200 |     362.459µs | 127.0.0.1 | GET | /api/v1/contacts | -
13:25:35 | 200 |     290.208µs | 127.0.0.1 | GET | /api/v1/tasks | -
13:25:43 | 200 |     294.125µs | 127.0.0.1 | GET | /api/v1/auth/me | -
13:25:43 | 200 |      165.25µs | 127.0.0.1 | GET | /api/v1/auth/me | -
